,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
10,"Enterprise Architecture Tools Market by Component (Solutions and Services (Managed Services and Professional Services)), Deployment Type, Organization Size, Vertical (BFSI, IT, Manufacturing), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/enterprise-architecture-tools-market-147467618.html,USD 989 million,"USD 1,283 million",4.4%,"Software AG (Germany), Avolution (Australia), BiZZdesign (Netherlands), MEGA International (France), BOC Group (US), Orbus Software (UK), QualiWare (Denmark), Leanix (Germany), erwin (US), Sparx Systems (Australia), ValueBlue (Netherlands), UNICOM Global (US), Clausmark (Germany), Enterprise Architecture Solutions (UK), Planview (US), MonoFor (US), Valispace (Portugal), FIOS Insight (US), Aplas (Australia), NinjaRMM (US), CodeLogic (US), BetterCloud (US), Ardoq (Norway), Facility Planning Arts (US), and Keboola (US) ","North America, APAC, Europe, MEA, and Latin America","Component (Solutions & Services), Deployment Type, Organization Size, Vertical, and Region","Solutions
, Services
","On-premises
, Cloud ","Large Enterprises
, SMEs ","BFSI
, Consumer Goods and Retail
, Telecommunication
, IT
, Manufacturing
, Healthcare and Life Sciences
, Others ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Infrastructure Architecture
Application Architecture
Data Architecture
Security Architecture
Others , 
Managed Services
Professional ",NA,NA,NA,"
US
Canada , 
UK
Rest of Europe , 
China
Rest of APAC , 
UAE
Rest of MEA , 
Brazil
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"IoT Professional Services Market by Service Type (IoT Consulting, IoT Infrastructure, System Designing and Integration), Organization Size, Deployment Type, Application (Smart Buildings, Smart Transport and Logistics), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/iot-professional-service-market-93273117.html,USD 98.8 billion,USD 149.9 billion,7.2%,"Accenture (Ireland), Atos (France), IBM Corporation (US), Cognizant (US), DXC Technology (US), Deloitte (UK), Capgemini (France), Tata Consultancy Services (India), NTT DATA Corporation (Japan), Infosys (India), AT&T Inc. (US), Wipro Limited (India), Happiest Minds (India), Mindtree (India), General Electric (US), Honeywell International Inc. (US), Oracle Corporation (US), HCL Technologies (India), Virtusa Corporation (US), Vodafone Group plc (UK), Tech Mahindra (India), Ernst & Young Global Limited (UK), Prodapt Solutions Private Limited (India), Unisys Corporation (US), Siemens Advanta Consulting (Germany), and ORBCOMM (US). ","North America, Europe, APAC, Latin America, and MEA","Service Type, Organization Size, Deployment Type, Application, and Regions.","IoT Consulting Service
, IoT Infrastructure Service
, System Designing and Integration Service
, Support and Maintenance  Service
, Education and Training Service ","SMEs
, Large Enterprises ","Cloud
, On-premises ","Smart Buildings
, Smart Manufacturing
, Smart Transport and Logistics
, Smart Healthcare
, Smart Retail
, Smart Energy ","In January 2021, , In October 2020, , In August 2020, , In November 2019, , In August 2019, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Technology Consulting Service
Business Consulting Service
Operational Consulting Service , 
Network Service
Deployment Services
Cloud Service , 
Platform Development and Integration
Mobile and Web Application Development ",NA,NA,NA,"
US
Canada, 
UK
Germany
Rest of Europe, 
China
India
Rest of APAC, 
Brazil
Mexico
Rest of Latin America , 
KSA 
UAE
Rest of MEA ",NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Wi-Fi Market by Component (Hardware, Solution, and Services), Density (High-density Wi-Fi and Enterprise-class Wi-Fi), Location Type (Indoor and Outdoor), Organization Size, Vertical (Education, Retail and eCommerce), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/global-wi-fi-market-994.html,USD 9.4 billion,USD 25.2 billion,%,"Cisco (US), Ericsson (Sweden), Extreme Networks (US), Huawei (China), Juniper Networks (US), Panasonic (Japan), Fortinet (US), NETGEAR (US), Aruba (US), Alcatel-Lucent Enterprise (France), D-Link (Taiwan), Broadcom (US), Airtel (India), Orange Business Services (France), Comcast Business (US), Vodafone (UK), Telstra (Australia), Fujitsu (Japan), AT&T (US), Lever Technology Group (UK), Redway Networks (Buckinghamshire), Ubiquiti Networks (US), iPass (US), Superloop (Australia), Cambium Networks (US), CASA Systems (US), Fon (Spain).","North America, Europe, APAC, MEA, and Latin America","Component (Hardware, Solutions, and Services), Density, Location Type, Organization Size, Verticals and Region","Hardware
, Solutions
, Services ","Hi-Density Wi-Fi
, Enterprise-Class Wi-Fi ","Indoor
, Outdoor ","Large Enterprises
, SMEs ","Education
, Healthcare and Life Sciences
, Transportation and Logistics
, Retail and eCommerce
, Government
, Manufacturing
, Hospitality
, Others (BFSI, Oil and Gas, Utilities, IT and Telecom, and Sports and Leisure) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
United States (US)
Canada , 
United Kingdom (UK)
Germany
France
Rest of Europe , 
China
Japan
India
Rest of APAC , 
Middle East
Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
13,"5G Services Market by End User (Consumers and Enterprises), Enterprise (Manufacturing, Media and Entertainment, Transportation and Logistics, Government), Application, Communication Type (eMBB, MMTC, URLLC, and FWA), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/5g-services-market-226908556.html,USD 53.0 billion,USD 249.2 billion,29.4%,"AT&T (US), China Mobile (China), SK Telecom (South Korea), Verizon (US), BT Group (UK), Deutsche Telekom (Germany), T-Mobile (US), China Telecom (China), Orange S.A (France), Vodafone (UK), China Unicom (China), Telstra (Australia), Telefonica (Spain), KT (South Korea), Rogers (Canada), Bell Canada(Canada), Etisalat( UAE), STC (KSA), LG U+( South Korea), NTT Docomo (Japan), KDDI (Japan), Telus (Canada), Swisscom (Switzerland), DISH (US), Reliance Jio(India), Rakuten (Japan), MTN ( South Africa), Airtel (India),and Telenor Group (Norway).","North America, Europe, APAC, Middle East and Latin America","Communication type, end user, enterprise, application, and region. ","FWA
, eMBB
, URLLC
, MMTC ","Consumers
, Enterprises ","Manufacturing
, Energy and Utilities
, Media and Entertainment
, Government
, Transportation and Logistics
, Healthcare
, Others ","In January 2021, AT&T launched its 5G+ services in some popular areas and venues across Tampa, such as Channel District, Raymond James stadium, and Tampa International Airport in the US.
, In January 2021, Nokia partnered with China Mobile for the successful trialing of AI-powered RANs to predict bandwidth traffic and detect network anomalies to advance the 5G-RAN architecture.
, In January 2021, T-Mobile together with Ericsson and Nokia signed a five-year, multi-billion-dollar agreements to continue advancing and expanding the country’s largest 5G network.
, In February 2021, Verizon Business and Deloitte unveiled a 5G and MEC retail industry digital platform, which is designed to give retailers the ability to store data with near real-time analytics to improve customer engagement, inventory efficiency, and associate productivity.
, In November 2020,Orange S.A. launched 3.5 GHz 5G network in 15 French municipalities and announced to cover than 160 municipalities by the end of 2020. This new service allowed individuals and businesses to benefit from unprecedented quality of service and helped them develop new use.
, In September 2020,T-Mobile and American Tower have signed a new long-term agreement, which enhances T-Mobile’s access to American Tower’s US sites. This new agreement ensured T-Mobile can serve Americans’ wireless needs for years to come, enabling T-Mobile to increase momentum on its rapid 5G deployment. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"Enterprise Mobility Management Market by Component, Solution (Mobile Device Management, Mobile Application Management), Deployment Mode, Organization Size, Vertical (BFSI, Manufacturing), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/enterprise-mobility-management-market-31847012.html,USD 16.6 billion,USD 63.6 billion,25.1%,"The major market players include IBM (US), Microsoft(US), Cisco (US), BlackBerry (Canada), VMware(US), SAP (Germany), Citrix (US), Matrix42(Germany), MobileIron (US), Nationsky (China), Snow Software(Sweden), Sophos (UK), SOTI (Canada), Codeproof (US), Netplus Mobility (US), Hexnode (US), ManageEngine(US), Miradore (Finland), Quest Software (US), Ivanti(US), Scalefusion (India), 42Gears Mobility Systems(India), Social Mobile (US), AppTech (Switzerland), and Jamf (US) (Total 25 companies)","North America, APAC, Europe, MEA and Latin America","Component, Organization Size, Deployment Mode, Vertical, and Region ","Solutions
, Services
","Large Enterprises
, Small and Medium-Sized Enterprises ","Cloud
, On-premises ","BFSI
, Retail and eCommerce
, Healthcare and Life Sciences
, IT and Telecom
, Manufacturing
, Government
, Transportation and Logistics
, Travel and Hospitality
, Others Verticals ","In June 2020, IBM launched Watson Works to address the challenges of returning to the workplace. Watson Works is a curated set of products that embed Watson AI models and applications to help companies navigate many aspects of the return-to-workplace challenge following lockdowns put in place to slow the spread of COVID-19.
, In July 2020, Citrix and Microsoft joined hands to reimagine new flexible workplaces during the COVID-19 pandemic situation.  Under the partnership, Microsoft will select Citrix Workspace as a preferred digital workspace solution, and Citrix will select Microsoft Azure as a preferred cloud platform, moving Citrix’s existing on-premises customers to Microsoft Azure to enable them to work anywhere across devices.
, In May 2020, BlackBerry launched BlackBerry Spark Suites, which include the BlackBerry Spark UEM Express Suite, BlackBerry Spark UEM Suite, BlackBerry Spark UES Suite, and BlackBerry Spark Suite.
, In December 2020, Cisco announced an agreement to acquire IMImobile. Both companies have reached an agreement on the terms of a recommended cash offer pursuant to which Cisco will pay 595 pence per share in exchange for each share of IMImobile, or an aggregate purchase price of approximately USD 730 million assuming fully diluted shares, net of cash, and including debt.
, In August 2019, VMware unveiled innovations across its industry-leading Workspace ONE Platform. The new modern management, security, and multi-cloud VDI innovations enable the IT staff to leverage the power of automation to intelligently manage and secure access to any app, on any cloud, and delivered to any device. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
MDM
MAM
MCM
Identity and Access Management
Mobile Expense Management , 
Professional Services

Consulting
Support and Maintenance
Deployment and Integration 
Managed Services ",NA,NA,NA,"
US
Canada, 
Germany
UK
France
Rest of Europe, 
Japan
China
India
Rest of APAC, 
Israel
UAE
South Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Customer Journey Analytics Market by Component, Organization Size, Deployment Mode, Data Source, Application (Campaign Management & Product Management), Vertical (BFSI, Retail & eCommerce, & Telecommunications and IT), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/customer-journey-analytics-market-119398916.html,USD 25.1 billion,,20.3%,"Oracle (US), Adobe (US), Salesforce (US), NICE (US), SAP (Germany), Google (US), Microsoft (US), Genesys (US), Cisco (US), Teradata (US), Alterian (US), [24]7.ai (US), Pointillist (US), BryterCX (US), inQuba (South Africa), Kitewheel (US), Verint (US), Thunderhead (UK), Servion (India), CallMiner (US), NGDATA (Belgium), Acoustic (US), FirstHive (US), CaliberMind (US), Amperity (US), and Cerebri AI (US) ","North America, Europe, APAC, Latin America, and MEA","Component, organization size, deployment mode, data source, application, vertical, and region","Solutions
, Services
","Large Enterprises
, Small and Medium-sized Enterprises (SMEs) ","On-premises
, Cloud ","Web
, Social Media
, Mobile
, Email
, Store
, Call Center
, Other Data Sources (Advertising, Loyalty Programs, Surveys, and Promotional Events) ","Customer Segmentation and Targeting
, Customer Experience Management
, Customer Behavioural Analysis
, Customer Churn and Retention Management
, Brand Management
, Campaign Management
, Product Management
, Other Applications (Compliance Management, Omnichannel Analysis and Customer Customer Lifetime Value Management) ","BFSI
, Government
, Healthcare and Life Sciences
, Retail and eCommerce
, Manufacturing
, Transportation and Logistics
, Media and Entertainment
, Telecommunications and IT
, Travel and Hospitality
, Other Verticals (Energy and Utilities, and Education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Managed Services
Professional Services

Support and Maintenance
Deployment and Integration
Consulting ",NA,NA,NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe , 
China
Japan
India
Rest of APAC , 
KSA
UAE
South Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA
16,"Blockchain Supply Chain Market by Offering (Platform, Services), Type (Public, Private, and Hybrid and Consortium), Provider, Application (Asset Tracking, Smart Contracts), Enterprise Size, Vertical (FMGC, Healthcare), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/blockchain-supply-chain-market-90851499.html,USD 253 million,"USD 3,272 million",53.2%,"IBM (US), Microsoft (US), SAP (Germany), AWS (US), Oracle (US), Huawei (China), Guardtime (Estonia), TIBCO Software (US), Bitfury (The Netherlands), Interbit (Canada), Auxesis Group (India), VeChain (China), Chainvine (UK), Digital Treasury Corporation (China), Datex Corporation (US), OpenXcell (US), Algorythmix (India), BlockVerify (UK), and Applied Blockchain (UK). ","North America, Europe, APAC, MEA, and Latin America","Offering (platform and Services), type, providers, application, organization size, end user, and Region","Platform
, Services
","Public
, Private
, Hybrid and Consortium ","Application Providers
, Middleware Providers
, Infrastructure Providers ","Asset Tracking
, Counterfeit Detection
, Payment and Settlement
, Smart contracts
, Risk and Compliance Management
, Others (Inventory Control and Reward Management) ","SMEs
, Large enterprises ","FMCG
, Retail and eCommerce
, Healthcare
, Manufacturing
, Transportation and Logistics
, Oil, Mining, and Gas
, Others (Construction, Agriculture, and Automobile) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Technology Advisory and Consulting
Deployment and Integration
Support and Maintenance ",NA,NA,NA,NA,NA,"
United States (US)
Canada, 
United Kingdom (UK)
Germany
Rest of Europe, 
China
Japan
India
Rest of APAC, 
Middle East
Africa, 
Brazil
Mexico
Rest of Latin America",NA,NA,NA,NA,NA,NA,NA
17,"Enterprise Asset Management Market by Application, Component, Organization Size, Deployment Model, Vertical (Energy and Utilities, Government and Public Sector, Manufacturing, Transportation and Logistics), and Region - Global Forecast to 2026 ",https://www.marketsandmarkets.com/Market-Reports/enterprise-asset-management-market-54576143.html,USD 5.5 billion,USD 3.3 billion,8.7%,"IBM (US), SAP (Germany), Oracle (US), Infor (US), IFS (Sweden), ABB (Switzerland), Intelligent Process Solutions (Germany), Maintenance Connection (US), Aveva (UK), Aptean (US), Emanit (US), CGI (Canada), Rfgen Software (US), Assetworks (US), Ultimo Software Solutions (UK), UpKeep (US), Asset Panda (US), EZOfficeInventory (US), EZMaintain.com (US), Pazo (India), Asset Infinity (India), KloudGin (US), Fracttal (Chile), InnoMaint Software (India), Aladinme (UAE), Limble (US), Redlist (US), TrackX (US), Cheqroom (Belgium), The Asset Guardian (Canada), GoCodes (US), and Fleetio (US). ","North America, Europe, APAC, MEA, and Latin America","Component, Application, Deployment Model, Organization Size, Verticals, and Region","Solution
, Services ","Asset Lifecycle Management
, Inventory Management
, Work Order Managenent
, Labor Management
, Predictive Maintenance
, Facility Management ","On-premises
, Cloud","Small and Medium-sized Enterprises (SMEs)
, Large Enterprises","Energy and Utilities
, Transportation and Logistics
, Government and Public Sector
, IT and Telecommunications
, Manufacturing
, Healthcare and Life Sciences
, Education
, Others ","North America
, Europe
, APAC
, MEA
, Latin America
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe , 
China
Japan
Australia
Rest of APAC , 
Saudi Arabia
UAE
South Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
18,"Blockchain IoT Market by Component (Hardware (IoT Sensors & Crypto-Wallets), Software and Platform, and Services), Application (Smart Contract, Security, and Asset Tracking and Management), Organization Size, Vertical, and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/blockchain-iot-market-168941858.html,USD 258 million,"USD 2,409 million",45.1%,NA,"North America, Europe, APAC, Middle East and Africa (MEA), and Latin America.","Component, Application, Organization Size, Vertical, and Regions. ","Hardware
, Software and Platform
, Services
","Smart Contracts
, Security
, Data Sharing/ Communication
, Asset Tracking and Management
, Other applications* (real-time workforce tracking and workforce management) ","Large Enterprises
, SMEs ","Energy and Utilities
, Transportation and Logistics
, Manufacturing
, Building Management
, Healthcare
, Retail
, Wearable and Mobile Devices
, Smart City
, Other verticals** (food and beverages, pharmaceutical, mining, agriculture, construction, and real estate) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
IoT Sensors

Motion Sensors
GPS
Temperature Sensors
Vehicle Information
Connected Devices 
Crypto-wallets , 
Technology Advisory and Consulting Services
Deployment and Integration Services
Support and Maintenance ",NA,NA,NA,"
United States (US)
Canada , 
United Kingdom (UK)
Germany
France
Rest of Europe (EU and Non-EU countries) , 
China
Japan
Singapore
Rest of APAC (India, the Philippines, Vietnam, Indonesia, Taiwan, and South Korea) , 
Middle East
Africa , 
Brazil
Mexico
Rest of Latin America (Chile, Argentina, Colombia, and Peru) ",NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"Big Data Security Market by Component, by Software, Deployment Type, Organization Size (Large Enterprise, SMEs), Vertical, and Region (North America, Europe, APAC, MEA, Latin America) - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/big-data-security-market-226620117.html,USD 17.5 billion,USD 35.3 billion,12.4%,"Major vendors, namely, include IBM (US), Oracle (US), Microsoft (US), Google (US), Amazon Web Services (US), Hewlett Packard Enterprise (US), Talend (US), Micro Focus (UK), Check Point (Israel), FireEye (US), Rapid7 (US), Thales (France), Informatica (US), McAfee (US), Centrify (US), Sisense (US), Imperva (US), Proofpoint (US), Varonis (US), Cloudera (US), Fortinet (US), Digital Guardian (US), SentinelOne (US), DataVisor (US), and Zettaset (US). ","North America, Europe, Asia Pacific, Middle East and Africa, Latin America","Component, Software, Deployment Type, Organization Size, Vertical, And Region ","Software
, Services ","Data Discovery and Classification
, Data Authorization and Access
, Data Encryption, Tokenization and Masking
, Data Auditing and Monitoring
, Data Governance and Compliance
, Data Security Analytics
, Data Backup and Recovery ","Cloud
, On-Premises ","Large Enterprise
, SMEs ","IT and ITES
, Telecommunications
, Healthcare and Social Assistance
, Financial and Insurance
, Retail Trade
, Utilities
, Other Verticals ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe , 
China
Singapore
Japan
Australia
Rest of APAC , 
Middle East
Africa , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
20,"Automotive Ethernet Market by Component (Hardware, Software, and Services), Type, Bandwidth, Application, Vehicle Type (Passenger Cars, Commercial Vehicles, and Farming and Off-highway Vehicles), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/automotive-ethernet-market-103704247.html,USD 1.8 billion,USD 5.6 billion,20.9%,"Broadcom (US), NXP Semiconductors N.V. (Netherlands), Marvell (Bermuda), Microchip Technology Inc. (US), Vector Informatik GmbH (Germany), System-on-Chip Engineering S.L. (Spain), Molex, LLC (US), Texas Instruments (US), Cadence Design Systems, Inc. (US), TTTech Auto AG (Austria), Excelfore (US), DASAN Networks, Inc. (South Korea), ACTIA Group (France), NEXCOM International Co., Ltd. (Taiwan), AllGo Embedded Systems Pvt. Ltd. (India), Spirent Communications (UK), Keysight Technologies (US), Aukua Systems Inc (US), Intrepid Control Systems (US), RUETZ SYSTEM SOLUTIONS GMBH (Germany), TSN Systems GmbH (Germany), Xena Networks (Denmark), TEKTRONIX, INC (US), Rohde & Schwarz (Germany), and Realtek Semiconductor Corp. (Taiwan). ","North America, Europe, APAC, MEA, and Latin America ","Component (hardware, software, and services), type, bandwidth, application, vehicle type, ","Automotive Ethernet Network
, Automotive Ethernet Testing ","Hardware
, Software
, Services
","10Mbps
, 100Mbps
, 1Gbps
, 2.5/5/10Gbps ","Advanced Driver Assistance Systems (ADAS)
, Infotainment
, Powertrain
, Body and Comfort
, Chassis ","Passenger Cars
, Commercial Vehicles
, Farming and Off-highway Vehicles ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Consulting
Implementation
Training and Support ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"Natural Language Processing Market by Component, Type (Statistical, Hybrid), Application (Automatic Summarization, Sentiment Analysis, Risk & Threat Detection), Deployment Mode, Organization Size, Vertical, and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/natural-language-processing-nlp-825.html,USD 11.6 billion,USD 35.1 billion,20.3%,"IBM (US), Microsoft (US), Google (US), AWS (US), Facebook (US), Apple (US), 3M (US), Intel (US), SAS Institute (US), Baidu (China), Inbenta (US), Veritone (US), Dolbey (US), Narrative Science (US), Bitext (Spain), Health Fidelity (US), Linguamatics (UK), Conversica (US), SparkCognition (US), Automated Insights (US), Gnani.ai (India), Niki (India), Mihup (India), Observe.AI (US), Hyro (US), Just AI (England), RaGaVeRa (India) ","North America, Europe, APAC, Latin America, and MEA","Component, type, application, deployment mode, organization size, vertical, and region","Solutions
, Services
","On-premises
, Cloud
","Small and Medium-sized Enterprises (SMEs)
, Large Enterprises ","Rule-based
, Statistical
, Hybrid ","Sentiment Analysis
, Data Extraction
, Risk and Threat Detection
, Automatic Summarization
, Content Management
, Language Scoring
, Others (Portfolio Monitoring, HR and Recruiting, and Branding and Advertising). ","BFSI, IT and Telecom,
, Retail and Ecommerce
, Healthcare and Life Sciences
, Transportation and Logistics
, Government and Public Sector
, Energy and Utilities
, Manufacturing
, Others ( Education, Travel and Hospitality, and Media and Entertainment). ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Platform
Software tools , 
Professional Services

Consulting
System Integration and  Implementation
Support and Maintenance 
Managed Services ","
Public Cloud
Private Cloud
Hybrid Cloud ",NA,NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe  , 
China
India
Japan
Rest of APAC , 
KSA 
UAE
South Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA
22,"Zero Trust Security Market by Solution Type (Data Security, Endpoint Security, API Security, Security Analytics, Security Policy Management), Deployment Type, Authentication Type, Organization Size, Vertical, and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/zero-trust-security-market-2782835.html,USD 19.6 billion,USD 51.6 billion,17.4%,"Major vendors, namely, include Cisco Systems Inc. (US), Akamai Technologies (US), Palo Alto Networks (US), Okta Inc. (US), Check Point Software Technologies (US), Trend Micro Inc. (Japan), IBM Corporation (US), Symantec Corporation (US), FireEye Inc. (US), McAfee Corporation (US), Forcepoint (US), RSA Security (US), Centrify (US), Cyxtera Technologies (US), , Illumio (US), Sophos Group PLC (US), QNext Corporation (US), Google LLC (US), Microsoft Corporation (US), VMWare Inc. (US), Fortinet (US), Cloudflare Inc. (US), SonicWall (US), Varonis Systems (US), Pulse Secure (US) and ON2IT (Netherland). ","North America, Europe, Asia Pacific, Middle East and Africa, Latin America","Solution Type, Deployment Type, Authentication Type, Organization Size, Vertical, And Region ","Network Security
, Data Security
, Endpoint Security
,  Automation and Response
, API Security
, Security Analytics
, Security Policy Management
, Others ","On-Premises
, Cloud ","Single-factor Authentication
, Multi-factor Authentication ","SMEs
, Large Enterprise ","IT and ITES
, Financial and Insurance
, Healthcare and Social Assistance
, Retail Trade
, Utilities
, Others ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
US
Canada, 
UK
Germany
France
Rest of Europe, 
China
Japan
Australia
Singapore
Rest of APAC , 
Middle East
Africa, 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
23,"Cloud Security Posture Management Market by Component (Solution and Services), Cloud Model (IaaS and SaaS), Vertical (BFSI, Healthcare, Retail and Trade, IT and Telecommunication, Public Sector, and Education), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/cloud-security-posture-management-market-71228949.html,USD 4.0 billion,USD 9.0 billion,14.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Event Management Software Market by Component (Software (Event Registration and Ticketing, Content Management) and Services), Deployment Type, Organization Size, End User (Event Organizers and Planners, Government), and Region - Global Forecast to 2026",https://www.marketsandmarkets.com/Market-Reports/event-management-software-market-136859992.html,USD 3.6 billion,USD 6.4 billion,10.0%,"Cvent (US), Aventri (US), Eventbrite (US), XING Events (Germany), Ungerboeck Software (US), Bizzabo (US), Certain (US), Attendify (US), RainFocus (US), ACTIVE Networks (US), Eventzilla (US), Meeting Evolution (US), EventMobi (Canada), Zoho Corporation (India), Regpack (US), EventBooking (US), Bitrix24 (US), Arlo (UK), WebMobi (US), Tripleseat (US). Hubilo (US), Circa (US), Hubb (US), Accelevents (US), Glue Up (US), idloom (Belgium), Eventdex (US), Event Temple (Canada), eventuosity (US), and Whova (US) ","North America, Europe, APAC, MEA, and Latin America","Component, DeploymentType, Organization Size, End Users, and Regions","Software
, Services ","Professional Services
, Managed Services ","Cloud
, On premises","Small and Medium-sized Enterprises (SMEs)
, Large Enterprises","Event Organiers and planners
, Corporate
, Government
, Education
, Others ","North America
, Europe
, APAC
, MEA
, Latin America
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Consulting
Deployment and integration
Support and maintenance ",NA,NA,NA,"
US
Canada , 
UK
Germany
Rest of Europe , 
China
Japan
Australia
Rest of APAC , 
Saudi Arabia
UAE
South Africa
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
